"BBL_SPECIES_ID","BBL_SPECIES_NAME","BBL_SCI_NAME","EBIRD_SPECIES_CODE","EBIRD_PRIMARY_COM_NAME","EBIRD_SCI_NAME","EBIRD_CATEGORY","EBIRDST_CODE"
4641,"Pacific-slope Flycatcher","Empidonax difficilis","pasfly","Pacific-slope Flycatcher","Empidonax difficilis","species","pasfly"
4649,"Western Flycatcher","Empidonax difficilis/ E. occidentalis","wesfly","Pacific-slope/Cordilleran Flycatcher (Western Flycatcher)","Empidonax difficilis/occidentalis","slash",NA
4640,"Cordilleran Flycatcher","Empidonax occidentalis","corfly","Cordilleran Flycatcher","Empidonax occidentalis","species","corfly"
4700,"Buff-breasted Flycatcher","Empidonax fulvifrons","bubfly","Buff-breasted Flycatcher","Empidonax fulvifrons","species","bubfly"
4679,"Unidentified Empidonax","Empidonax sp.","empido","Empidonax sp.","Empidonax sp.","spuh",NA
4580,"Black Phoebe","Sayornis nigricans","blkpho","Black Phoebe","Sayornis nigricans","species","blkpho"
4560,"Eastern Phoebe","Sayornis phoebe","easpho","Eastern Phoebe","Sayornis phoebe","species","easpho"
4570,"Say's Phoebe","Sayornis saya","saypho","Say's Phoebe","Sayornis saya","species","saypho"
4710,"Vermilion Flycatcher","Pyrocephalus rubinus","verfly","Vermilion Flycatcher","Pyrocephalus rubinus","species","verfly"
8680,"Micronesian Honeyeater","Myzomela rubratra","micmyz1","Micronesian Myzomela","Myzomela rubratra","species",NA
8660,"Cardinal Honeyeater","Myzomela cardinalis","carmyz1","Cardinal Myzomela","Myzomela cardinalis","species",NA
8670,"Wattled Honeyeater","Foulehaio carunculatus","easwah1","Eastern Wattled-Honeyeater","Foulehaio carunculatus","species",NA
6300,"Black-capped Vireo","Vireo atricapilla","bkcvir1","Black-capped Vireo","Vireo atricapilla","species","bkcvir1"
6310,"White-eyed Vireo","Vireo griseus","whevir","White-eyed Vireo","Vireo griseus","species","whevir"
9130,"Thick-billed Vireo","Vireo crassirostris","thbvir","Thick-billed Vireo","Vireo crassirostris","species","thbvir"
9132,"Jamaican Vireo","Vireo modestus","jamvir1","Jamaican Vireo","Vireo modestus","species",NA
6331,"Puerto Rican Vireo","Vireo latimeri","purvir1","Puerto Rican Vireo","Vireo latimeri","species",NA
6330,"Bell's Vireo","Vireo bellii","belvir","Bell's Vireo","Vireo bellii","species","belvir"
6334,"Least Bell's Vireo","Vireo bellii pusillus","belvir","Bell's Vireo","Vireo bellii","species","belvir"
6340,"Gray Vireo","Vireo vicinior","gryvir","Gray Vireo","Vireo vicinior","species","gryvir"
6320,"Hutton's Vireo","Vireo huttoni","hutvir","Hutton's Vireo","Vireo huttoni","species","hutvir"
6280,"Yellow-throated Vireo","Vireo flavifrons","yetvir","Yellow-throated Vireo","Vireo flavifrons","species","yetvir"
6292,"Cassin's Vireo","Vireo cassinii","casvir","Cassin's Vireo","Vireo cassinii","species","casvir"
6290,"Blue-headed Vireo","Vireo solitarius","buhvir","Blue-headed Vireo","Vireo solitarius","species","buhvir"
6299,"Solitary Vireo","Vireo solitarius/ V. plumbeus","solvir1","solitary vireo sp.","Vireo cassinii/solitarius/plumbeus","spuh",NA
6291,"Plumbeous Vireo","Vireo plumbeus","plsvir","Plumbeous Vireo","Vireo plumbeus","species","plsvir"
6260,"Philadelphia Vireo","Vireo philadelphicus","phivir","Philadelphia Vireo","Vireo philadelphicus","species","phivir"
6270,"Warbling Vireo","Vireo gilvus","warvir","Warbling Vireo","Vireo gilvus","species","warvir"
6240,"Red-eyed Vireo","Vireo olivaceus","reevir1","Red-eyed Vireo","Vireo olivaceus","species","reevir1"
6250,"Yellow-green Vireo","Vireo flavoviridis","yegvir","Yellow-green Vireo","Vireo flavoviridis","species","yegvir"
6230,"Black-whiskered Vireo","Vireo altiloquus","bkwvir","Black-whiskered Vireo","Vireo altiloquus","species","bkwvir"
8690,"Rufous Fantail","Rhipidura rufifrons","ruffan1","Rufous Fantail","Rhipidura rufifrons","species","ruffan1"
8740,"Black Drongo","Dicrurus macrocercus","bladro1","Black Drongo","Dicrurus macrocercus","species","bladro1"
8691,"Fiji Shrikebill","Clytorhynchus vitiensis","fijshr1","Fiji Shrikebill","Clytorhynchus vitiensis","species",NA
8560,"Tinian Monarch","Monarcha takatsukasae","tinmon1","Tinian Monarch","Monarcha takatsukasae","species",NA
7702,"Kauai Elepaio","Chasiempis sclateri","elepai5","Kauai Elepaio","Chasiempis sclateri","species",NA
7701,"Oahu Elepaio","Chasiempis ibidis","elepai4","Oahu Elepaio","Chasiempis ibidis","species",NA
7700,"Hawaii Elepaio","Chasiempis sandwichensis","elepai","Hawaii Elepaio","Chasiempis sandwichensis","species",NA
6211,"Brown Shrike","Lanius cristatus","brnshr","Brown Shrike","Lanius cristatus","species","brnshr"
6220,"Loggerhead Shrike","Lanius ludovicianus","logshr","Loggerhead Shrike","Lanius ludovicianus","species","logshr"
6227,"San Clemente Loggerhead Shrike","Lanius ludovicianus mearnsi","logshr","Loggerhead Shrike","Lanius ludovicianus","species","logshr"
6210,"Northern Shrike","Lanius borealis","norshr4","Northern Shrike","Lanius borealis","species","norshr4"
4840,"Canada Jay","Perisoreus canadensis","gryjay","Canada Jay","Perisoreus canadensis","species","gryjay"
4832,"Brown Jay","Psilorhinus morio","brnjay","Brown Jay","Psilorhinus morio","species","brnjay"
4830,"Green Jay","Cyanocorax yncas","grnjay","Green Jay","Cyanocorax yncas","species","grnjay"
4920,"Pinyon Jay","Gymnorhinus cyanocephalus","pinjay","Pinyon Jay","Gymnorhinus cyanocephalus","species","pinjay"
4780,"Steller's Jay","Cyanocitta stelleri","stejay","Steller's Jay","Cyanocitta stelleri","species","stejay"
4770,"Blue Jay","Cyanocitta cristata","blujay","Blue Jay","Cyanocitta cristata","species","blujay"
4790,"Florida Scrub-Jay","Aphelocoma coerulescens","flsjay","Florida Scrub-Jay","Aphelocoma coerulescens","species","flsjay"
4811,"Island Scrub-Jay","Aphelocoma insularis","issjay","Island Scrub-Jay","Aphelocoma insularis","species","issjay"
4813,"California Scrub-Jay","Aphelocoma californica","cowscj1","California Scrub-Jay","Aphelocoma californica","species","cowscj1"
4812,"Woodhouse's Scrub-Jay","Aphelocoma woodhouseii","wooscj2","Woodhouse's Scrub-Jay","Aphelocoma woodhouseii","species","wooscj2"
4810,"Western Scrub-Jay","Aphelocoma californica","wesjay","California/Woodhouse's Scrub-Jay","Aphelocoma californica/woodhouseii","slash",NA
4820,"Mexican Jay","Aphelocoma wollweberi","mexjay4","Mexican Jay","Aphelocoma wollweberi","species","mexjay4"
4910,"Clark's Nutcracker","Nucifraga columbiana","clanut","Clark's Nutcracker","Nucifraga columbiana","species","clanut"
4750,"Black-billed Magpie","Pica hudsonia","bkbmag1","Black-billed Magpie","Pica hudsonia","species","bkbmag1"
4760,"Yellow-billed Magpie","Pica nuttalli","yebmag","Yellow-billed Magpie","Pica nuttalli","species","yebmag"
4880,"American Crow","Corvus brachyrhynchos","amecro","American Crow","Corvus brachyrhynchos","species","amecro"
4890,"Northwestern Crow","Corvus brachyrhynchos caurinus","amecro","American Crow","Corvus brachyrhynchos","species","amecro"
9107,"Jamaican Crow","Corvus jamaicensis","jamcro1","Jamaican Crow","Corvus jamaicensis","species",NA
4900,"Fish Crow","Corvus ossifragus","fiscro","Fish Crow","Corvus ossifragus","species","fiscro"
4892,"Hawaiian Crow","Corvus hawaiiensis","hawcro","Hawaiian Crow","Corvus hawaiiensis","species",NA
4870,"Chihuahuan Raven","Corvus cryptoleucus","chirav","Chihuahuan Raven","Corvus cryptoleucus","species","chirav"
4860,"Common Raven","Corvus corax","comrav","Common Raven","Corvus corax","species","comrav"
8570,"Mariana Crow","Corvus kubaryi","marcro1","Mariana Crow","Corvus kubaryi","species",NA
7460,"Verdin","Auriparus flaviceps","verdin","Verdin","Auriparus flaviceps","species","verdin"
7360,"Carolina Chickadee","Poecile carolinensis","carchi","Carolina Chickadee","Poecile carolinensis","species","carchi"
7350,"Black-capped Chickadee","Poecile atricapillus","bkcchi","Black-capped Chickadee","Poecile atricapillus","species","bkcchi"
7380,"Mountain Chickadee","Poecile gambeli","mouchi","Mountain Chickadee","Poecile gambeli","species","mouchi"
7370,"Mexican Chickadee","Poecile sclateri","mexchi","Mexican Chickadee","Poecile sclateri","species","mexchi"
7410,"Chestnut-backed Chickadee","Poecile rufescens","chbchi","Chestnut-backed Chickadee","Poecile rufescens","species","chbchi"
7400,"Boreal Chickadee","Poecile hudsonicus","borchi2","Boreal Chickadee","Poecile hudsonicus","species","borchi2"
7390,"Gray-headed Chickadee","Poecile cinctus","gyhchi","Gray-headed Chickadee","Poecile cinctus","species","gyhchi"
7356,"Hybrid Chickadee","Poecile sp.","chicka1","chickadee sp.","Poecile sp.","spuh",NA
7340,"Bridled Titmouse","Baeolophus wollweberi","britit","Bridled Titmouse","Baeolophus wollweberi","species","britit"
7330,"Oak Titmouse","Baeolophus inornatus","oaktit","Oak Titmouse","Baeolophus inornatus","species","oaktit"
7331,"Juniper Titmouse","Baeolophus ridgwayi","juntit1","Juniper Titmouse","Baeolophus ridgwayi","species","juntit1"
7339,"Plain Titmouse","Baeolophus inornatus/ B. ridgwayi","y00326","Oak/Juniper Titmouse (Plain Titmouse)","Baeolophus inornatus/ridgwayi","slash",NA
7310,"Tufted Titmouse","Baeolophus bicolor","tuftit","Tufted Titmouse","Baeolophus bicolor","species","tuftit"
7320,"Black-crested Titmouse","Baeolophus atricristatus","blctit4","Black-crested Titmouse","Baeolophus atricristatus","species","blctit4"
4730,"Eurasian Skylark","Alauda arvensis","skylar","Eurasian Skylark","Alauda arvensis","species","skylar"
4740,"Horned Lark","Eremophila alpestris","horlar","Horned Lark","Eremophila alpestris","species","horlar"
4741,"Streaked Horned Lark","Eremophila alpestris strigata","horlar","Horned Lark","Eremophila alpestris","species","horlar"
7462,"Millerbird","Acrocephalus familiaris","miller","Millerbird","Acrocephalus familiaris","species",NA
8590,"Nightingale Reed Warbler","Acrocephalus luscinius","nigrew1","Nightingale Reed Warbler","Acrocephalus luscinius","species",NA
7475,"Lanceolated Warbler","Locustella lanceolata","lanwar","Lanceolated Warbler","Locustella lanceolata","species",NA
6160,"Bank Swallow","Riparia riparia","banswa","Bank Swallow","Riparia riparia","species","banswa"
6140,"Tree Swallow","Tachycineta bicolor","treswa","Tree Swallow","Tachycineta bicolor","species","treswa"
6151,"Bahama Swallow","Tachycineta cyaneoviridis","bahswa","Bahama Swallow","Tachycineta cyaneoviridis","species",NA
6150,"Violet-green Swallow","Tachycineta thalassina","vigswa","Violet-green Swallow","Tachycineta thalassina","species","vigswa"
6170,"Northern Rough-winged Swallow","Stelgidopteryx serripennis","nrwswa","Northern Rough-winged Swallow","Stelgidopteryx serripennis","species","nrwswa"
6110,"Purple Martin","Progne subis","purmar","Purple Martin","Progne subis","species","purmar"
6112,"Gray-breasted Martin","Progne chalybea","gybmar","Gray-breasted Martin","Progne chalybea","species","gybmar"
6113,"Caribbean Martin","Progne dominicensis","carmar1","Caribbean Martin","Progne dominicensis","species","carmar1"
6130,"Barn Swallow","Hirundo rustica","barswa","Barn Swallow","Hirundo rustica","species","barswa"
6120,"Cliff Swallow","Petrochelidon pyrrhonota","cliswa","Cliff Swallow","Petrochelidon pyrrhonota","species","cliswa"
6121,"Cave Swallow","Petrochelidon fulva","cavswa","Cave Swallow","Petrochelidon fulva","species","cavswa"
7430,"Bushtit","Psaltriparus minimus","bushti","Bushtit","Psaltriparus minimus","species","bushti"
7461,"Japanese Bush-Warbler","Horornis diphone","jabwar","Japanese Bush Warbler","Horornis diphone","species","jabwar"
7474,"Dusky Warbler","Phylloscopus fuscatus","duswar","Dusky Warbler","Phylloscopus fuscatus","species","duswar"
7470,"Arctic Warbler","Phylloscopus borealis","arcwar1","Arctic Warbler","Phylloscopus borealis","species","arcwar1"
7262,"Red-vented Bulbul","Pycnonotus cafer","revbul","Red-vented Bulbul","Pycnonotus cafer","species","revbul"
7261,"Red-whiskered Bulbul","Pycnonotus jocosus","rewbul","Red-whiskered Bulbul","Pycnonotus jocosus","species","rewbul"
7420,"Wrentit","Chamaea fasciata","wrenti","Wrentit","Chamaea fasciata","species","wrenti"
8710,"Golden White-eye","Cleptornis marchei","goweye1","Golden White-eye","Cleptornis marchei","species",NA
6226,"Japanese White-eye","Zosterops japonicus","warwhe1","Warbling White-eye","Zosterops japonicus","species","warwhe1"
8700,"Bridled White-eye","Zosterops conspicillatus","brweye1","Bridled White-eye","Zosterops conspicillatus","species",NA
7422,"Hwamei","Garrulax canorus","melthr","Chinese Hwamei","Garrulax canorus","species","melthr"
7421,"Red-billed Leiothrix","Leiothrix lutea","reblei","Red-billed Leiothrix","Leiothrix lutea","species","reblei"
7490,"Ruby-crowned Kinglet","Corthylio calendula","ruckin","Ruby-crowned Kinglet","Corthylio calendula","species","ruckin"
7480,"Golden-crowned Kinglet","Regulus satrapa","gockin","Golden-crowned Kinglet","Regulus satrapa","species","gockin"
6180,"Bohemian Waxwing","Bombycilla garrulus","bohwax","Bohemian Waxwing","Bombycilla garrulus","species","bohwax"
6190,"Cedar Waxwing","Bombycilla cedrorum","cedwax","Cedar Waxwing","Bombycilla cedrorum","species","cedwax"
6200,"Phainopepla","Phainopepla nitens","phaino","Phainopepla","Phainopepla nitens","species","phaino"
7280,"Red-breasted Nuthatch","Sitta canadensis","rebnut","Red-breasted Nuthatch","Sitta canadensis","species","rebnut"
7270,"White-breasted Nuthatch","Sitta carolinensis","whbnut","White-breasted Nuthatch","Sitta carolinensis","species","whbnut"
7300,"Pygmy Nuthatch","Sitta pygmaea","pygnut","Pygmy Nuthatch","Sitta pygmaea","species","pygnut"
7290,"Brown-headed Nuthatch","Sitta pusilla","bnhnut","Brown-headed Nuthatch","Sitta pusilla","species","bnhnut"
7260,"Brown Creeper","Certhia americana","brncre","Brown Creeper","Certhia americana","species","brncre"
7510,"Blue-gray Gnatcatcher","Polioptila caerulea","buggna","Blue-gray Gnatcatcher","Polioptila caerulea","species","buggna"
7520,"Black-tailed Gnatcatcher","Polioptila melanura","bktgna","Black-tailed Gnatcatcher","Polioptila melanura","species","bktgna"
7530,"California Gnatcatcher","Polioptila californica","calgna","California Gnatcatcher","Polioptila californica","species","calgna"
7531,"Black-capped Gnatcatcher","Polioptila nigriceps","bkcgna","Black-capped Gnatcatcher","Polioptila nigriceps","species","bkcgna"
7150,"Rock Wren","Salpinctes obsoletus","rocwre","Rock Wren","Salpinctes obsoletus","species","rocwre"
7170,"Canyon Wren","Catherpes mexicanus","canwre","Canyon Wren","Catherpes mexicanus","species","canwre"
7210,"House Wren","Troglodytes aedon","houwre","House Wren","Troglodytes aedon","species","houwre"
9109,"Southern House Wren","Troglodytes aedon musculus","houwre","House Wren","Troglodytes aedon","species","houwre"
7221,"Pacific Wren","Troglodytes pacificus","pacwre1","Pacific Wren","Troglodytes pacificus","species","pacwre1"
7220,"Winter Wren","Troglodytes hiemalis","winwre3","Winter Wren","Troglodytes hiemalis","species","winwre3"
7240,"Sedge Wren","Cistothorus stellaris","sedwre1","Sedge Wren","Cistothorus stellaris","species","sedwre1"
7250,"Marsh Wren","Cistothorus palustris","marwre","Marsh Wren","Cistothorus palustris","species","marwre"
7180,"Carolina Wren","Thryothorus ludovicianus","carwre","Carolina Wren","Thryothorus ludovicianus","species","carwre"
7190,"Bewick's Wren","Thryomanes bewickii","bewwre","Bewick's Wren","Thryomanes bewickii","species","bewwre"
7130,"Cactus Wren","Campylorhynchus brunneicapillus","cacwre","Cactus Wren","Campylorhynchus brunneicapillus","species","cacwre"
7121,"Blue Mockingbird","Melanotis caerulescens","blumoc","Blue Mockingbird","Melanotis caerulescens","species","blumoc"
7040,"Gray Catbird","Dumetella carolinensis","grycat","Gray Catbird","Dumetella carolinensis","species","grycat"
7111,"Pearly-eyed Thrasher","Margarops fuscatus","peethr1","Pearly-eyed Thrasher","Margarops fuscatus","species","peethr1"
9116,"Brown Trembler","Cinclocerthia ruficauda","brotre1","Brown Trembler","Cinclocerthia ruficauda","species",NA
7070,"Curve-billed Thrasher","Toxostoma curvirostre","cubthr","Curve-billed Thrasher","Toxostoma curvirostre","species","cubthr"
7050,"Brown Thrasher","Toxostoma rufum","brnthr","Brown Thrasher","Toxostoma rufum","species","brnthr"
7060,"Long-billed Thrasher","Toxostoma longirostre","lobthr","Long-billed Thrasher","Toxostoma longirostre","species","lobthr"
7080,"Bendire's Thrasher","Toxostoma bendirei","benthr","Bendire's Thrasher","Toxostoma bendirei","species","benthr"
7100,"California Thrasher","Toxostoma redivivum","calthr","California Thrasher","Toxostoma redivivum","species","calthr"
7110,"LeConte's Thrasher","Toxostoma lecontei","lecthr","LeConte's Thrasher","Toxostoma lecontei","species","lecthr"
7120,"Crissal Thrasher","Toxostoma crissale","crithr","Crissal Thrasher","Toxostoma crissale","species","crithr"
7020,"Sage Thrasher","Oreoscoptes montanus","sagthr","Sage Thrasher","Oreoscoptes montanus","species","sagthr"
7031,"Bahama Mockingbird","Mimus gundlachii","bahmoc","Bahama Mockingbird","Mimus gundlachii","species",NA
7032,"Tropical Mockingbird","Mimus gilvus","tromoc","Tropical Mockingbird","Mimus gilvus","species","tromoc"
7030,"Northern Mockingbird","Mimus polyglottos","normoc","Northern Mockingbird","Mimus polyglottos","species","normoc"
8720,"Micronesian Starling","Aplonis opaca","micsta1","Micronesian Starling","Aplonis opaca","species",NA
8650,"Polynesian Starling","Aplonis tabuensis","polsta1","Polynesian Starling","Aplonis tabuensis","species",NA
8640,"Samoan Starling","Aplonis atrifusca","samsta1","Samoan Starling","Aplonis atrifusca","species",NA
4930,"European Starling","Sturnus vulgaris","eursta","European Starling","Sturnus vulgaris","species","eursta"
4932,"Common Myna","Acridotheres tristis","commyn","Common Myna","Acridotheres tristis","species","commyn"
4935,"Jungle Myna","Acridotheres fuscus","junmyn1","Jungle Myna","Acridotheres fuscus","species","junmyn1"
4931,"Crested Myna","Acridotheres cristatellus","cremyn","Crested Myna","Acridotheres cristatellus","species",NA
7010,"American Dipper","Cinclus mexicanus","amedip","American Dipper","Cinclus mexicanus","species","amedip"
7660,"Eastern Bluebird","Sialia sialis","easblu","Eastern Bluebird","Sialia sialis","species","easblu"
7670,"Western Bluebird","Sialia mexicana","wesblu","Western Bluebird","Sialia mexicana","species","wesblu"
7680,"Mountain Bluebird","Sialia currucoides","moublu","Mountain Bluebird","Sialia currucoides","species","moublu"
7676,"Hybrid Western/Mountain Bluebird","Sialia mexicana x currucoides","x00204","Western x Mountain Bluebird (hybrid)","Sialia mexicana x currucoides","hybrid",NA
7540,"Townsend's Solitaire","Myadestes townsendi","towsol","Townsend's Solitaire","Myadestes townsendi","species","towsol"
9127,"Rufous-throated Solitaire","Myadestes genibarbis","rutsol1","Rufous-throated Solitaire","Myadestes genibarbis","species",NA
7541,"Omao","Myadestes obscurus","omao","Omao","Myadestes obscurus","species",NA
7542,"Puaiohi","Myadestes palmeri","puaioh","Puaiohi","Myadestes palmeri","species",NA
7424,"Orange-billed Nightingale-Thrush","Catharus aurantiirostris","obnthr1","Orange-billed Nightingale-Thrush","Catharus aurantiirostris","species","obnthr1"
7560,"Veery","Catharus fuscescens","veery","Veery","Catharus fuscescens","species","veery"
7570,"Gray-cheeked Thrush","Catharus minimus","gycthr","Gray-cheeked Thrush","Catharus minimus","species","gycthr"
7571,"Bicknell's Thrush","Catharus bicknelli","bicthr","Bicknell's Thrush","Catharus bicknelli","species","bicthr"
7579,"Unidentified Gray-cheeked/Bicknell's Thrush","Catharus sp.","y00225","Gray-cheeked/Bicknell's Thrush","Catharus minimus/bicknelli","slash",NA
7580,"Swainson's Thrush","Catharus ustulatus","swathr","Swainson's Thrush","Catharus ustulatus","species","swathr"
7590,"Hermit Thrush","Catharus guttatus","herthr","Hermit Thrush","Catharus guttatus","species","herthr"
7550,"Wood Thrush","Hylocichla mustelina","woothr","Wood Thrush","Hylocichla mustelina","species","woothr"
7612,"Fieldfare","Turdus pilaris","fieldf","Fieldfare","Turdus pilaris","species",NA
7621,"Clay-colored Thrush","Turdus grayi","clcrob","Clay-colored Thrush","Turdus grayi","species","clcrob"
9120,"White-eyed Thrush","Turdus jamaicensis","whethr1","White-eyed Thrush","Turdus jamaicensis","species",NA
7622,"Rufous-backed Robin","Turdus rufopalliatus","rubrob","Rufous-backed Robin","Turdus rufopalliatus","species","rubrob"
7610,"American Robin","Turdus migratorius","amerob","American Robin","Turdus migratorius","species","amerob"
9122,"White-chinned Thrush","Turdus aurantius","whcthr1","White-chinned Thrush","Turdus aurantius","species",NA
7623,"Red-legged Thrush","Turdus plumbeus","relthr1","Red-legged Thrush","Turdus plumbeus","species","relthr1"
7630,"Varied Thrush","Ixoreus naevius","varthr","Varied Thrush","Ixoreus naevius","species","varthr"
7631,"Aztec Thrush","Ridgwayia pinicola","aztthr","Aztec Thrush","Ridgwayia pinicola","species",NA
7690,"White-rumped Shama","Copsychus malabaricus","whrsha","White-rumped Shama","Copsychus malabaricus","species","whrsha"
7640,"Bluethroat","Cyanecula svecica","blueth","Bluethroat","Luscinia svecica","species","blueth"
7641,"Siberian Rubythroat","Calliope calliope","sibrub","Siberian Rubythroat","Calliope calliope","species","sibrub"
7642,"Red-flanked Bluetail","Tarsiger cyanurus","refblu","Red-flanked Bluetail","Tarsiger cyanurus","species",NA
7650,"Northern Wheatear","Oenanthe oenanthe","norwhe","Northern Wheatear","Oenanthe oenanthe","species","norwhe"
6510,"Olive Warbler","Peucedramus taeniatus","oliwar","Olive Warbler","Peucedramus taeniatus","species","oliwar"
8041,"Northern Red Bishop","Euplectes franciscanus","orabis1","Northern Red Bishop","Euplectes franciscanus","species","orabis1"
8042,"Yellow-crowned Bishop","Euplectes afer","yecbis","Yellow-crowned Bishop","Euplectes afer","species",NA
8131,"Pin-tailed Whydah","Vidua macroura","pitwhy","Pin-tailed Whydah","Vidua macroura","species","pitwhy"
8101,"Bronze Mannikin","Spermestes cucullata","broman1","Bronze Mannikin","Spermestes cucullata","species",NA
8100,"African Silverbill","Euodice cantans","afrsil1","African Silverbill","Euodice cantans","species",NA
8130,"Java Sparrow","Padda oryzivora","javspa","Java Sparrow","Padda oryzivora","species","javspa"
8110,"Scaly-breasted Munia","Lonchura punctulata","nutman","Scaly-breasted Munia","Lonchura punctulata","species","nutman"
8120,"Tricolored Munia","Lonchura malacca","trimun","Tricolored Munia","Lonchura malacca","species","trimun"
8090,"Red Avadavat","Amandava amandava","redava","Red Avadavat","Amandava amandava","species",NA
8060,"Lavender Waxbill","Estrilda caerulescens","lavwax","Lavender Waxbill","Glaucestrilda caerulescens","species",NA
8070,"Orange-cheeked Waxbill","Estrilda melpoda","orcwax","Orange-cheeked Waxbill","Estrilda melpoda","species",NA
8081,"Common Waxbill","Estrilda astrild","comwax","Common Waxbill","Estrilda astrild","species","comwax"
6882,"House Sparrow","Passer domesticus","houspa","House Sparrow","Passer domesticus","species","houspa"
6883,"Eurasian Tree Sparrow","Passer montanus","eutspa","Eurasian Tree Sparrow","Passer montanus","species","eutspa"
6960,"Eastern Yellow Wagtail","Motacilla tschutschensis","eaywag","Eastern Yellow Wagtail","Motacilla tschutschensis","species","eaywag"
6983,"Olive-backed Pipit","Anthus hodgsoni","olbpip","Olive-backed Pipit","Anthus hodgsoni","species","olbpip"
6990,"Red-throated Pipit","Anthus cervinus","retpip","Red-throated Pipit","Anthus cervinus","species","retpip"
6970,"American Pipit","Anthus rubescens","amepip","American Pipit","Anthus rubescens","species","amepip"
7000,"Sprague's Pipit","Anthus spragueii","sprpip","Sprague's Pipit","Anthus spragueii","species","sprpip"
5141,"Brambling","Fringilla montifringilla","brambl","Brambling","Fringilla montifringilla","species","brambl"
6061,"Antillean Euphonia","Euphonia musica","anteup1","Antillean Euphonia","Chlorophonia musica","species",NA
9153,"Jamaican Euphonia","Euphonia jamaica","jameup1","Jamaican Euphonia","Euphonia jamaica","species",NA
5140,"Evening Grosbeak","Coccothraustes vespertinus","evegro","Evening Grosbeak","Coccothraustes vespertinus","species","evegro"
5161,"Common Rosefinch","Carpodacus erythrinus","comros","Common Rosefinch","Carpodacus erythrinus","species","comros"
8040,"Poo-uli","Melamprosops phaeosoma","poouli","Poo-uli","Melamprosops phaeosoma","species",NA
7900,"Akikiki","Oreomystis bairdi","akikik","Akikiki","Oreomystis bairdi","species",NA
7940,"Oahu Alauahio","Paroreomyza maculata","oahala","Oahu Alauahio","Paroreomyza maculata","species",NA
7920,"Maui Alauahio","Paroreomyza montana","mauala","Maui Alauahio","Paroreomyza montana","species",NA
7770,"Palila","Loxioides bailleui","palila","Palila","Loxioides bailleui","species",NA
7740,"Laysan Finch","Telespiza cantans","layfin","Laysan Finch","Telespiza cantans","species",NA
7750,"Nihoa Finch","Telespiza ultima","nihfin","Nihoa Finch","Telespiza ultima","species",NA
8010,"Akohekohe","Palmeria dolei","crehon","Akohekohe","Palmeria dolei","species",NA
8020,"Apapane","Himatione sanguinea","apapan","Apapane","Himatione sanguinea","species","apapan"
7980,"Iiwi","Drepanis coccinea","iiwi","Iiwi","Drepanis coccinea","species","iiwi"
7760,"Ou","Psittirostra psittacea","ou","Ou","Psittirostra psittacea","species",NA
7810,"Maui Parrotbill","Pseudonestor xanthophrys","maupar","Maui Parrotbill","Pseudonestor xanthophrys","species",NA
7890,"Akiapolaau","Hemignathus wilsoni","akiapo","Akiapolaau","Hemignathus wilsoni","species",NA
7870,"Oahu Akialoa","Akialoa ellisiana","greaki2","Oahu Akialoa","Akialoa ellisiana","species",NA
7840,"Anianiau","Magumma parva","aniani","Anianiau","Magumma parva","species",NA
7820,"Hawaii Amakihi","Chlorodrepanis virens","hawama","Hawaii Amakihi","Chlorodrepanis virens","species","hawama"
7821,"Oahu Amakihi","Chlorodrepanis flava","oahama","Oahu Amakihi","Chlorodrepanis flava","species",NA
7830,"Kauai Amakihi","Chlorodrepanis stejnegeri","kauama","Kauai Amakihi","Chlorodrepanis stejnegeri","species","kauama"
7910,"Hawaii Creeper","Loxops mana","hawcre","Hawaii Creeper","Loxops mana","species",NA
7960,"Akekee","Loxops caeruleirostris","akekee","Akekee","Loxops caeruleirostris","species",NA
7950,"Akepa","Loxops coccineus","akepa1","Hawaii Akepa","Loxops coccineus","species",NA
5150,"Pine Grosbeak","Pinicola enucleator","pingro","Pine Grosbeak","Pinicola enucleator","species","pingro"
5240,"Gray-crowned Rosy-Finch","Leucosticte tephrocotis","gcrfin","Gray-crowned Rosy-Finch","Leucosticte tephrocotis","species","gcrfin"
5250,"Black Rosy-Finch","Leucosticte atrata","bkrfin","Black Rosy-Finch","Leucosticte atrata","species","bkrfin"
5260,"Brown-capped Rosy-Finch","Leucosticte australis","bcrfin","Brown-capped Rosy-Finch","Leucosticte australis","species","bcrfin"
5190,"House Finch","Haemorhous mexicanus","houfin","House Finch","Haemorhous mexicanus","species","houfin"
5170,"Purple Finch","Haemorhous purpureus","purfin","Purple Finch","Haemorhous purpureus","species","purfin"
5180,"Cassin's Finch","Haemorhous cassinii","casfin","Cassin's Finch","Haemorhous cassinii","species","casfin"
5332,"Yellow-fronted Canary","Crithagra mozambica","yefcan","Yellow-fronted Canary","Crithagra mozambica","species","yefcan"
5280,"Common Redpoll","Acanthis flammea","comred","Common Redpoll","Acanthis flammea","species","comred"
5270,"Hoary Redpoll","Acanthis hornemanni","hoared","Hoary Redpoll","Acanthis hornemanni","species","hoared"
5276,"Unidentified Common/Hoary Redpoll","Acanthis sp.","redpol","Common/Hoary Redpoll","Acanthis flammea/hornemanni","slash",NA
5210,"Red Crossbill","Loxia curvirostra","redcro","Red Crossbill","Loxia curvirostra","species","redcro"
5220,"White-winged Crossbill","Loxia leucoptera","whwcro","White-winged Crossbill","Loxia leucoptera","species","whwcro"
